"","Operating.System","Connection.State","Ingress.Router","Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Connection.Rate","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
"292519","Windows","ESTABLISHED","mel-aus-01",61886,0.444414079,311326,314,427.7041693,164,1378,65,17,"NonMal"
"363459","Others","ESTABLISHED","mel-aus-01",56976,0.704063144,642521,253,432.0616494,238,1341,62,27,"NonMal"
"283082","Windows","ESTABLISHED","syd-tls-04",66386,0.706536126,412922,271,721.0058997,128,1360,70,23,"NonMal"
"392856","Android","ESTABLISHED","mel-aus-01",69685,0.636267371,472685,288,365.7002634,146,1361,69,23,"NonMal"
"401553","Others","ESTABLISHED","mel-aus-01",64534,0.545833832,521239,201,93.01998236,166,1312,69,18,"NonMal"
"374215","Windows","ESTABLISHED","syd-tls-04",59211,0.761173799,465137,282,603.2002633,185,1347,62,25,"NonMal"
"64753","Windows","ESTABLISHED","syd-tls-04",61896,0.413676893,546873,281,287.6604598,192,1368,62,19,"NonMal"
"320459","Others","ESTABLISHED","mel-aus-01",60501,0.481648845,461262,266,574.4364564,139,1330,58,14,"NonMal"
"21140","Android","ESTABLISHED","syd-tls-04",51493,0.757981314,471697,250,529.3913284,167,1307,89,25,"NonMal"
"484424","Windows","ESTABLISHED","syd-tls-04",55450,0.569642527,429323,332,207.3903373,183,1384,56,17,"NonMal"
"229336","Windows","ESTABLISHED","mel-aus-01",66099,0.571832348,465319,278,80.07896518,176,1374,62,20,"NonMal"
"354489","Android","ESTABLISHED","mel-aus-01",59475,0.524608126,467860,228,0.671828601,143,1320,60,15,"NonMal"
"166481","Android","ESTABLISHED","mel-aus-01",70966,0.416870867,640159,298,267.7934096,173,1355,80,22,"NonMal"
"203737","Windows","ESTABLISHED","mel-aus-01",62689,0.797312111,488245,316,577.6826541,135,1346,62,21,"NonMal"
"206060","Android","ESTABLISHED","syd-tls-04",70501,0.366388065,444704,224,730.7084991,188,1360,61,21,"NonMal"
"337977","Windows","Others","syd-tls-04",59369,0.460069445,415266,343,63.28129438,163,1396,64,19,"NonMal"
"39376","Windows","ESTABLISHED","mel-aus-01",63787,0.715353589,395177,264,498.4610174,156,1380,74,23,"NonMal"
"453346","Windows","ESTABLISHED","mel-aus-01",67860,0.604388205,508786,340,636.5879075,177,1385,71,26,"NonMal"
"30671","Android","ESTABLISHED","mel-aus-01",57428,0.648813677,599730,182,676.8977239,190,1375,57,29,"NonMal"
"242231","Others","ESTABLISHED","mel-aus-01",67048,0.551308097,739761,309,671.2197837,150,1356,79,30,"NonMal"
"49553","Windows","ESTABLISHED","mel-aus-01",62205,0.63539806,546041,249,663.2044852,120,1310,75,25,"NonMal"
"889","Others","ESTABLISHED","mel-aus-01",66062,0.694033138,438736,255,165.2011841,177,1327,53,21,"NonMal"
"30319","Android","ESTABLISHED","syd-tls-04",66922,0.660964888,381836,337,264.4396375,192,1306,56,23,"NonMal"
"261165","Android","ESTABLISHED","mel-aus-01",58888,0.66042594,432735,316,654.3084287,137,1318,75,26,"NonMal"
"102117","Windows","ESTABLISHED","syd-tls-04",71989,0.547137475,437190,285,566.3371028,165,1343,66,25,"NonMal"
"238449","Android","ESTABLISHED","syd-tls-04",62134,0.378213735,562385,169,629.1386343,43,1379,62,9,"NonMal"
"23130","Windows","ESTABLISHED","syd-tls-04",68173,0.336687263,503896,209,667.40271,225,1348,67,23,"NonMal"
"371680","Android","ESTABLISHED","mel-aus-01",59218,0.672845916,479947,162,740.0337168,129,1366,45,28,"NonMal"
"346513","Android","ESTABLISHED","syd-tls-04",65154,0.640011055,509775,321,830.094563,123,1320,72,26,"NonMal"
"159487","Windows","ESTABLISHED","syd-tls-04",47626,0.805286677,473103,270,793.9094711,180,1367,65,26,"NonMal"
"267412","Windows","ESTABLISHED","mel-aus-01",61061,0.679358771,418355,267,802.5491996,113,1395,65,25,"NonMal"
"146584","Windows","ESTABLISHED","mel-aus-01",68084,0.729553304,449509,285,335.592026,131,1316,74,19,"NonMal"
"44695","Windows","ESTABLISHED","mel-aus-01",63335,0.519010058,692256,336,429.8074731,192,1311,64,19,"NonMal"
"33223","Windows","ESTABLISHED","mel-aus-01",62174,0.513266967,602121,180,346.3719994,163,1307,74,18,"NonMal"
"228599","Android","ESTABLISHED","syd-tls-04",58256,0.673669847,263454,275,664.6499015,212,1389,56,27,"NonMal"
"4091","Windows","ESTABLISHED","mel-aus-01",59676,0.513620308,398464,339,138.3548906,218,1360,75,20,"NonMal"
"278763","Windows","ESTABLISHED","mel-aus-01",57543,0.60789152,536534,279,175.8017683,166,1348,55,17,"NonMal"
"158533","Windows","ESTABLISHED","mel-aus-01",59173,0.745269263,542854,224,433.3422298,174,1387,48,23,"NonMal"
"10385","Android","ESTABLISHED","mel-aus-01",66914,0.644388601,577290,297,890.9319221,130,1312,72,24,"NonMal"
"146424","Android","ESTABLISHED","mel-aus-01",67789,0.57903003,562447,245,711.3574316,160,1343,63,28,"NonMal"
"238835","Others","ESTABLISHED","syd-tls-04",49754,0.70530772,434114,233,464.1647043,216,1340,79,30,"NonMal"
"374634","Android","ESTABLISHED","mel-aus-01",54518,0.51394439,446880,280,167.7414611,209,1377,64,19,"NonMal"
"393709","Android","ESTABLISHED","mel-aus-01",49196,0.719127379,624954,347,942.229143,162,1335,69,31,"NonMal"
"363703","Windows","ESTABLISHED","syd-tls-04",65865,0.623577019,584699,255,719.4292281,163,1355,52,26,"NonMal"
"169052","Windows","ESTABLISHED","syd-tls-04",77029,0.558497239,357047,209,904.3592251,126,1359,66,26,"NonMal"
"378964","Android","ESTABLISHED","mel-aus-01",70551,0.681283376,417808,309,741.5157487,71,1428,53,21,"NonMal"
"395747","Windows","ESTABLISHED","mel-aus-01",60368,0.439327652,411926,345,461.3294938,204,1329,55,20,"NonMal"
"141278","Android","ESTABLISHED","mel-aus-01",65448,0.408077652,460892,231,512.9069585,106,1334,61,14,"NonMal"
"110212","Windows","ESTABLISHED","mel-aus-01",60269,0.372035591,317393,308,592.0399629,144,1372,70,15,"NonMal"
"37431","Windows","ESTABLISHED","mel-aus-01",78029,0.348408891,423918,200,615.1489902,189,1388,73,24,"NonMal"
"306639","Android","ESTABLISHED","mel-aus-01",74939,0.622800774,459319,248,281.7466167,123,1276,62,19,"NonMal"
"22824","Others","ESTABLISHED","mel-aus-01",68772,0.610519962,438374,349,859.5167608,142,1393,64,26,"NonMal"
"83442","Android","ESTABLISHED","syd-tls-04",65221,0.490048293,475697,269,316.798536,206,1358,61,23,"NonMal"
"402938","Android","ESTABLISHED","mel-aus-01",73116,0.372244571,644690,330,657.4611324,156,1337,61,21,"NonMal"
"283987","Windows","ESTABLISHED","mel-aus-01",53736,0.709937497,538682,222,407.3796715,158,1364,60,26,"NonMal"
"351027","Windows","ESTABLISHED","mel-aus-01",60851,0.66568471,591191,280,497.8895227,165,1323,54,25,"NonMal"
"430964","Android","ESTABLISHED","mel-aus-01",51722,0.574824468,347002,290,274.6172632,166,1396,68,14,"NonMal"
"161218","Windows","ESTABLISHED","syd-tls-04",65952,0.606478323,562060,260,441.590773,181,1258,63,24,"NonMal"
"3232","Android","ESTABLISHED","mel-aus-01",59364,0.491091892,566038,240,552.2449218,183,1355,74,18,"NonMal"
"273175","Android","ESTABLISHED","mel-aus-01",66215,0.587424777,475196,227,338.54616,228,1370,53,27,"NonMal"
"284717","Windows","ESTABLISHED","syd-tls-04",68582,0.530974601,362023,315,283.9206524,188,1338,40,25,"NonMal"
"108996","Others","ESTABLISHED","mel-aus-01",60599,0.676130448,510009,177,666.4825536,148,1393,69,28,"NonMal"
"284059","Android","ESTABLISHED","mel-aus-01",64773,0.474054957,467309,335,472.7265598,188,1344,53,21,"NonMal"
"169850","Windows","ESTABLISHED","mel-aus-01",57050,0.381840273,727483,259,824.7186194,143,1357,72,13,"NonMal"
"215388","Windows","ESTABLISHED","mel-aus-01",70159,0.636651461,261453,264,648.8922617,123,1352,65,23,"NonMal"
"63888","Windows","ESTABLISHED","syd-tls-04",64265,0.554307874,652770,337,85.34886719,204,1345,55,21,"NonMal"
"320176","Android","ESTABLISHED","mel-aus-01",63287,0.788974284,567731,206,488.7344435,152,1362,62,19,"NonMal"
"183302","Windows","ESTABLISHED","mel-aus-01",70022,0.5880701,343541,129,280.2012461,204,1377,61,24,"NonMal"
"370138","Windows","ESTABLISHED","mel-aus-01",58808,0.66022579,348266,321,845.1966531,166,1340,50,29,"NonMal"
"298080","Windows","ESTABLISHED","mel-aus-01",66612,0.540142304,438383,298,126.3968558,221,1288,64,25,"NonMal"
"233258","Android","ESTABLISHED","syd-tls-04",64848,0.451662212,506201,293,161.6155235,166,1338,69,20,"NonMal"
"457056","Windows","ESTABLISHED","mel-aus-01",51900,0.746992656,457006,295,845.9935306,176,1341,66,28,"NonMal"
"333271","Windows","ESTABLISHED","mel-aus-01",70212,0.547505385,389391,257,85.26977825,180,1354,65,22,"NonMal"
"92352","Android","ESTABLISHED","syd-tls-04",54090,0.521700636,313146,274,209.4654021,217,1368,69,19,"NonMal"
"445145","Windows","ESTABLISHED","syd-tls-04",68195,0.491936218,655816,326,66.46041914,212,1336,51,25,"NonMal"
"212052","Windows","ESTABLISHED","mel-aus-01",74140,0.45551869,579991,318,53.86195113,184,1313,64,24,"NonMal"
"197025","Android","ESTABLISHED","mel-aus-01",62249,0.628152248,445004,220,597.7415596,116,1359,49,26,"NonMal"
"221129","Windows","ESTABLISHED","mel-aus-01",54502,0.394712143,420105,281,712.0663947,148,1345,71,13,"NonMal"
"354167","Windows","Others","mel-aus-01",63001,0.663474618,632255,272,1070.697998,129,1361,61,27,"NonMal"
"452204","Android","ESTABLISHED","syd-tls-04",67382,0.371719578,363365,281,789.7927996,128,1329,68,17,"NonMal"
"120490","Windows","ESTABLISHED","mel-aus-01",50894,0.529971928,549195,267,466.3858926,131,1371,55,10,"NonMal"
"188555","Android","ESTABLISHED","syd-tls-04",63849,0.449711601,518126,183,476.7386225,195,1363,53,21,"NonMal"
"481990","Android","ESTABLISHED","mel-aus-01",59038,0.670358304,516229,266,446.0994156,224,1328,70,27,"NonMal"
"253427","Windows","ESTABLISHED","syd-tls-04",67238,0.377921069,517709,275,575.9606982,139,1391,70,17,"NonMal"
"74397","Android","ESTABLISHED","mel-aus-01",69137,0.372840926,473120,339,503.3041239,183,1317,55,21,"NonMal"
"112494","Android","ESTABLISHED","mel-aus-01",64890,0.621770696,491056,212,551.6544523,195,1291,52,26,"NonMal"
"396263","Others","ESTABLISHED","syd-tls-04",58155,0.712242361,369979,268,396.4840275,174,1384,49,25,"NonMal"
"324156","Android","Others","mel-aus-01",58510,0.368689516,504292,275,422.957249,160,1369,61,15,"NonMal"
"59000","Windows","ESTABLISHED","syd-tls-04",56632,0.68529224,484176,227,585.4123458,184,1331,54,28,"NonMal"
"41431","Android","ESTABLISHED","mel-aus-01",57491,0.439703239,485596,329,487.4033494,174,1332,82,15,"NonMal"
"204783","Android","ESTABLISHED","mel-aus-01",60814,0.578445615,518199,296,291.604536,128,1374,63,17,"NonMal"
"312464","Windows","ESTABLISHED","syd-tls-04",59468,0.614910074,560817,227,948.3821788,124,1347,62,31,"NonMal"
"448695","Others","ESTABLISHED","mel-aus-01",61804,0.703958951,468138,168,883.8004689,65,1372,81,24,"NonMal"
"98747","Windows","ESTABLISHED","syd-tls-04",64490,0.59407828,520233,284,548.9855626,166,1322,61,27,"NonMal"
"264514","Others","ESTABLISHED","syd-tls-04",63550,0.251710655,504623,270,1183.418327,181,1316,65,17,"NonMal"
"418630","Windows","ESTABLISHED","syd-tls-04",54643,0.719663822,589949,339,620.6650141,189,1371,61,27,"NonMal"
"56449","Windows","ESTABLISHED","mel-aus-01",60818,0.687332868,551454,244,293.7440702,245,1313,51,24,"NonMal"
"40293","Android","ESTABLISHED","mel-aus-01",57339,0.67137898,594011,312,595.7074535,215,1348,61,27,"NonMal"
"416282","Windows","ESTABLISHED","mel-aus-01",62717,0.488410251,628025,259,498.2138358,124,1371,57,15,"NonMal"
"69232","Windows","ESTABLISHED","mel-aus-01",56161,0.490863246,656374,255,445.2165125,109,1359,69,13,"NonMal"
"323518","Windows","ESTABLISHED","mel-aus-01",60918,0.69974684,329979,282,570.4850604,135,1354,71,25,"NonMal"
"372088","Android","ESTABLISHED","syd-tls-04",63118,0.614733579,567696,201,528.4770864,166,1344,61,27,"NonMal"
"469148","Others","ESTABLISHED","syd-tls-04",58668,0.643928861,419143,348,731.6667503,169,1337,72,29,"NonMal"
"408456","Windows","ESTABLISHED","mel-aus-01",54561,0.730469256,599907,290,437.5912748,208,1330,63,25,"NonMal"
"487517","Android","ESTABLISHED","mel-aus-01",65327,0.362795367,536213,242,688.7949828,178,1326,40,20,"NonMal"
"486602","Android","ESTABLISHED","mel-aus-01",71581,0.67030983,638628,219,507.6134513,149,1374,47,22,"NonMal"
"441535","Android","ESTABLISHED","syd-tls-04",68709,0.633918045,444567,251,405.5317135,218,1310,56,26,"NonMal"
"163453","Windows","ESTABLISHED","mel-aus-01",57777,0.523127137,463938,276,109.1076626,114,1333,82,14,"NonMal"
"140479","Windows","ESTABLISHED","syd-tls-04",66140,0.679158912,469134,309,381.3636475,169,1380,59,22,"NonMal"
"344364","Windows","ESTABLISHED","mel-aus-01",54308,0.403945782,538641,293,840.7965698,129,1346,65,11,"NonMal"
"332768","Windows","ESTABLISHED","mel-aus-01",63194,0.505623472,514264,354,257.1542509,166,1342,61,18,"NonMal"
"17312","Android","Others","mel-aus-01",50169,0.723112865,477791,189,1024.955454,157,1363,55,30,"NonMal"
"195145","Windows","ESTABLISHED","mel-aus-01",68081,0.570885857,531559,237,538.3114025,190,1395,61,26,"NonMal"
"228770","Windows","ESTABLISHED","syd-tls-04",62138,0.395753164,583100,307,546.8172755,152,1331,57,16,"NonMal"
"326387","Windows","ESTABLISHED","mel-aus-01",53375,0.470729638,425208,245,529.076731,160,1333,71,14,"NonMal"
"110096","Android","ESTABLISHED","syd-tls-04",59984,0.660812812,300467,215,606.7352578,173,1352,55,28,"NonMal"
"19418","Windows","Others","syd-tls-04",62840,0.57197552,472316,247,716.545164,201,1332,61,31,"NonMal"
"413959","Windows","ESTABLISHED","syd-tls-04",73690,0.582350875,508704,295,522.0378554,163,1375,65,24,"NonMal"
"267956","Windows","ESTABLISHED","mel-aus-01",60488,0.417624086,500000,267,882.9577462,173,1295,54,16,"NonMal"
"385274","Windows","ESTABLISHED","syd-tls-04",53396,0.450670217,539709,235,452.088987,81,1345,47,9,"NonMal"
"83960","Windows","ESTABLISHED","syd-tls-04",62671,0.272313298,493843,205,1233.665066,112,1314,63,13,"NonMal"
"399472","Others","ESTABLISHED","mel-aus-01",53729,0.808645828,467530,217,623.4631526,140,1353,70,22,"NonMal"
"270617","Windows","ESTABLISHED","syd-tls-04",60629,0.386873237,383163,359,666.4801357,185,1332,64,18,"NonMal"
"141896","Android","ESTABLISHED","syd-tls-04",59863,0.61807752,542814,280,551.8164267,216,1348,81,29,"NonMal"
"32988","Windows","Others","mel-aus-01",68133,0.540473873,596537,251,770.6914298,161,1346,67,29,"NonMal"
"345730","Windows","ESTABLISHED","mel-aus-01",71958,0.590709762,608924,248,624.6026671,154,1381,70,28,"NonMal"
"444087","Windows","ESTABLISHED","syd-tls-04",68787,0.602420832,578095,297,753.8767766,192,1320,62,27,"NonMal"
"292383","Windows","ESTABLISHED","syd-tls-04",49578,0.792884445,493941,264,432.6456316,168,1370,67,24,"NonMal"
"25387","Windows","ESTABLISHED","mel-aus-01",67801,0.55209851,539411,202,230.2075285,155,1333,60,20,"NonMal"
"437373","Android","ESTABLISHED","syd-tls-04",66862,0.555829303,499029,217,78.16222308,156,1373,55,21,"NonMal"
"428923","Android","ESTABLISHED","mel-aus-01",63247,0.407790796,679526,286,507.8902618,150,1360,54,17,"NonMal"
"371527","Android","Others","mel-aus-01",56647,0.465377828,487311,242,244.3190344,185,1354,66,16,"NonMal"
"342424","Windows","ESTABLISHED","mel-aus-01",59075,0.759763347,429528,227,844.6351573,100,1285,78,23,"NonMal"
"68744","Windows","ESTABLISHED","syd-tls-04",70973,0.467782954,436745,218,241.1542943,226,1394,60,22,"NonMal"
"366196","Android","ESTABLISHED","syd-tls-04",61879,0.412863036,444050,287,482.2545813,210,1361,62,19,"NonMal"
"89480","Windows","ESTABLISHED","syd-tls-04",61069,0.556970966,420488,232,106.0035505,140,1350,63,17,"NonMal"
"327562","Android","ESTABLISHED","mel-aus-01",63662,0.63452131,583613,241,465.8122325,239,1350,72,26,"NonMal"
"200644","Android","Others","mel-aus-01",50208,0.459471389,636769,226,348.1245495,198,1327,53,15,"NonMal"
"399743","Android","ESTABLISHED","mel-aus-01",61129,0.671152561,640092,277,616.7774796,125,1356,44,24,"NonMal"
"327362","Windows","ESTABLISHED","mel-aus-01",67813,0.712888323,561631,287,744.3418427,143,1342,56,21,"NonMal"
"247081","Others","ESTABLISHED","mel-aus-01",71036,0.456179976,442302,237,171.6484262,162,1336,76,22,"NonMal"
"262313","Android","ESTABLISHED","mel-aus-01",77405,0.648061153,669063,256,318.0142797,154,1357,67,19,"NonMal"
"212140","Others","ESTABLISHED","mel-aus-01",65075,0.423541191,183826,251,405.062354,104,1376,60,13,"NonMal"
"383262","Android","ESTABLISHED","syd-tls-04",57817,0.672023685,662794,263,741.7975483,212,1303,80,29,"NonMal"
"251556","Android","ESTABLISHED","mel-aus-01",66075,0.615837384,308898,268,434.2246686,185,1377,71,27,"NonMal"
"234722","Windows","ESTABLISHED","syd-tls-04",52179,0.480455461,544975,259,484.8788926,156,1374,56,12,"NonMal"
"403465","Windows","ESTABLISHED","syd-tls-04",64861,0.417717142,541903,270,561.9606333,138,1359,43,16,"NonMal"
"204912","Windows","ESTABLISHED","syd-tls-04",65208,0.599584676,610246,331,121.9924805,227,1380,70,26,"NonMal"
"50118","Windows","ESTABLISHED","mel-aus-01",60983,0.714643158,441439,258,520.86874,194,1344,65,24,"NonMal"
"284168","Android","ESTABLISHED","mel-aus-01",68063,0.545576191,657724,155,648.083036,214,1290,56,31,"NonMal"
"105567","Windows","ESTABLISHED","syd-tls-04",57008,0.400209139,475030,285,702.8722462,189,1400,47,15,"NonMal"
"306657","Windows","ESTABLISHED","mel-aus-01",69226,0.6559575,508102,134,448.1017506,165,1339,74,23,"NonMal"
"32144","Others","ESTABLISHED","syd-tls-04",47241,0.712544993,424466,232,933.3073644,161,1379,61,31,"NonMal"
"411580","Android","ESTABLISHED","syd-tls-04",63433,0.465065097,507968,251,485.9958397,132,1333,54,15,"NonMal"
"176283","Android","ESTABLISHED","syd-tls-04",51026,0.770495298,516226,277,657.3072074,168,1334,68,27,"NonMal"
"78628","Android","ESTABLISHED","syd-tls-04",61419,0.48099902,868072,302,300.2281378,196,1364,58,20,"NonMal"
"95785","Windows","ESTABLISHED","mel-aus-01",68581,0.427732341,566227,340,572.2015035,159,1279,63,19,"NonMal"
"389501","Windows","ESTABLISHED","mel-aus-01",60590,0.386797211,348122,325,657.730658,133,1350,58,16,"NonMal"
"449817","Others","ESTABLISHED","mel-aus-01",64099,0.558330301,664154,361,569.8671624,180,1384,68,30,"NonMal"
"431819","Windows","ESTABLISHED","syd-tls-04",54411,0.740132519,603071,245,752.6597293,143,1329,50,26,"NonMal"
"307284","Windows","ESTABLISHED","syd-tls-04",61233,0.772630026,434126,267,529.7578526,135,1329,68,20,"NonMal"
"160373","Windows","ESTABLISHED","mel-aus-01",71754,0.449914605,533915,269,155.6085584,149,1334,63,20,"NonMal"
"443965","Android","ESTABLISHED","mel-aus-01",54008,0.720932358,496785,292,971.8191255,132,1334,69,29,"NonMal"
"26306","Android","ESTABLISHED","mel-aus-01",57531,0.468808256,576810,248,353.7124702,118,1392,58,11,"NonMal"
"248981","Others","ESTABLISHED","syd-tls-04",63764,0.609554196,479346,397,518.5602952,193,1316,67,28,"NonMal"
"83907","Windows","ESTABLISHED","mel-aus-01",63252,0.710133422,500507,222,647.45678,165,1336,63,22,"NonMal"
"440746","Android","ESTABLISHED","syd-tls-04",59309,0.395296162,343616,303,437.4791776,112,1355,60,13,"NonMal"
"141642","Android","ESTABLISHED","mel-aus-01",61438,0.695764244,385524,181,624.6403721,178,1331,57,25,"NonMal"
"314098","Android","ESTABLISHED","mel-aus-01",56560,0.674787923,533885,261,1.398961156,196,1358,68,17,"NonMal"
"333817","Windows","Others","syd-tls-04",55399,0.658941429,495231,350,710.832982,220,1334,64,29,"NonMal"
"3078","Android","ESTABLISHED","mel-aus-01",66072,0.671941421,626735,241,588.8114102,151,1363,62,25,"NonMal"
"166123","Windows","ESTABLISHED","mel-aus-01",58091,0.467609788,341523,292,458.4901839,135,1377,62,13,"NonMal"
"375668","Android","ESTABLISHED","syd-tls-04",57718,0.591829157,537990,320,18.81266236,180,1323,67,16,"NonMal"
"431378","Windows","Others","syd-tls-04",54474,0.425684722,562974,356,477.6253828,161,1330,60,14,"NonMal"
"244149","Windows","ESTABLISHED","syd-tls-04",63051,0.686932598,424796,229,326.4022295,172,1350,66,23,"NonMal"
"91486","Windows","ESTABLISHED","syd-tls-04",59176,0.687779932,415203,287,132.7385291,213,1314,49,25,"NonMal"
"189336","Windows","ESTABLISHED","mel-aus-01",63548,0.70422296,629245,184,586.9185885,171,1397,62,25,"NonMal"
"59779","Windows","ESTABLISHED","mel-aus-01",60938,0.385149344,597075,293,567.7406019,157,1383,71,17,"NonMal"
"63042","Windows","ESTABLISHED","syd-tls-04",72534,0.717570485,492892,313,672.1701843,76,1318,69,19,"NonMal"
"108041","Windows","ESTABLISHED","syd-tls-04",64931,0.350014031,423298,299,773.7137102,135,1340,71,16,"NonMal"
"38484","Android","ESTABLISHED","mel-aus-01",71849,0.591288201,400352,240,785.9903445,96,1370,77,23,"NonMal"
"238751","Android","ESTABLISHED","mel-aus-01",64128,0.636851211,394293,371,478.0344516,179,1368,73,26,"NonMal"
"358879","Android","ESTABLISHED","mel-aus-01",61606,0.661475476,364134,160,709.5154818,135,1310,63,26,"NonMal"
"85570","Android","ESTABLISHED","syd-tls-04",62282,0.458424095,466379,223,522.7695681,216,1347,74,21,"NonMal"
"211456","Android","ESTABLISHED","mel-aus-01",58758,0.647575012,558621,392,676.6174069,190,1333,83,29,"NonMal"
"39803","Windows","ESTABLISHED","syd-tls-04",57283,0.367329691,334045,264,673.9513439,200,1382,51,18,"NonMal"
"356794","Android","ESTABLISHED","syd-tls-04",61296,0.737466164,577083,222,618.7892172,173,1316,56,23,"NonMal"
"108300","Android","Others","mel-aus-01",63449,0.546908548,575128,309,766.6242817,225,1365,61,32,"NonMal"
"195839","Others","ESTABLISHED","syd-tls-04",69106,0.65901156,407124,259,624.2285696,189,1338,57,24,"NonMal"
"140061","Android","ESTABLISHED","syd-tls-04",68780,0.66913468,707480,182,593.7899974,141,1279,65,22,"NonMal"
"396525","Android","ESTABLISHED","mel-aus-01",45188,0.687063878,455431,335,739.0324755,159,1270,60,32,"NonMal"
"136300","Android","ESTABLISHED","mel-aus-01",70206,0.275237641,430418,233,926.3142794,159,1375,66,18,"NonMal"
"420312","Android","ESTABLISHED","mel-aus-01",67173,0.31320181,480813,265,862.7929814,108,1380,55,14,"NonMal"
"260873","Windows","ESTABLISHED","syd-tls-04",71273,0.629225511,439547,264,550.6624517,128,1347,64,22,"NonMal"
"108507","Windows","ESTABLISHED","mel-aus-01",69795,0.465198755,527763,208,233.852756,161,1362,64,19,"NonMal"
"203430","Windows","Others","mel-aus-01",48062,0.393583247,690062,191,815.9339924,147,1328,70,9,"NonMal"
"152410","Windows","ESTABLISHED","syd-tls-04",57049,0.685245191,379525,258,551.8302668,156,1371,76,27,"NonMal"
"360876","Windows","ESTABLISHED","mel-aus-01",59555,0.414727609,666156,284,373.797223,124,1357,70,14,"NonMal"
"458913","Windows","ESTABLISHED","syd-tls-04",60351,0.656059374,561029,265,848.933134,180,1381,63,29,"NonMal"
"244942","Android","ESTABLISHED","mel-aus-01",54569,0.696636322,504215,307,230.3548004,221,1347,73,27,"NonMal"
"488977","Windows","ESTABLISHED","syd-tls-04",68771,0.532684784,456489,311,84.97737632,145,1330,63,18,"NonMal"
"449769","Android","ESTABLISHED","syd-tls-04",61207,0.72301751,565751,306,83.15876369,201,1352,65,22,"NonMal"
"325936","Windows","ESTABLISHED","mel-aus-01",64854,0.63732228,462600,140,676.5407466,139,1324,65,25,"NonMal"
"235913","Android","ESTABLISHED","syd-tls-04",53248,0.554220272,613282,237,203.1893212,166,1361,69,15,"NonMal"
"60850","Android","ESTABLISHED","mel-aus-01",60580,0.678162035,380352,357,694.460591,148,1318,54,26,"NonMal"
"448790","Android","ESTABLISHED","mel-aus-01",70489,0.496881969,550297,230,52.49738453,160,1305,50,21,"NonMal"
"472124","Windows","ESTABLISHED","syd-tls-04",63471,0.460182355,432903,298,402.9591533,180,1351,66,20,"NonMal"
"136114","Android","ESTABLISHED","mel-aus-01",55062,0.471692554,515647,192,681.1032483,126,1359,64,11,"NonMal"
"460951","Android","Others","syd-tls-04",64321,0.596445032,578137,256,815.9551653,185,1310,77,28,"NonMal"
"95513","Android","ESTABLISHED","mel-aus-01",65756,0.507545043,332374,189,36.41380941,191,1352,61,20,"NonMal"
"37818","Others","ESTABLISHED","syd-tls-04",62865,0.434746715,598608,259,748.5228791,141,1311,66,14,"NonMal"
"423473","Android","ESTABLISHED","mel-aus-01",64341,0.426939941,684695,352,584.1713715,201,1329,59,20,"NonMal"
"475566","Windows","Others","syd-tls-04",63528,0.585325014,475408,222,863.1438302,140,1344,60,30,"NonMal"
"401342","Others","ESTABLISHED","syd-tls-04",64873,0.533554136,562210,321,331.4122698,199,1342,86,21,"NonMal"
"58568","Windows","ESTABLISHED","syd-tls-04",53983,0.790380205,558519,315,544.2146783,220,1375,56,26,"NonMal"
"487060","Android","ESTABLISHED","mel-aus-01",72607,0.554340671,483234,159,301.044026,188,1335,72,26,"NonMal"
"57896","Android","ESTABLISHED","mel-aus-01",59020,0.628215972,554946,213,183.262239,264,1381,69,24,"NonMal"
"426468","Windows","Others","mel-aus-01",67048,0.580720149,316929,228,955.4184878,164,1368,62,29,"NonMal"
"437079","Android","ESTABLISHED","mel-aus-01",61991,0.521645692,528109,278,318.3940148,188,1372,57,17,"NonMal"
"324214","Android","ESTABLISHED","mel-aus-01",59963,0.567461996,436222,289,95.17366759,200,1369,71,20,"NonMal"
"180338","Windows","ESTABLISHED","mel-aus-01",60649,0.720963698,417714,171,605.3811621,130,1306,63,24,"NonMal"
"370411","Android","ESTABLISHED","syd-tls-04",64457,0.600876686,398346,261,10.88384661,213,1340,67,23,"NonMal"
"292429","Android","ESTABLISHED","mel-aus-01",62138,0.398755972,387304,362,781.6643008,124,1351,50,13,"NonMal"
"97398","Android","ESTABLISHED","mel-aus-01",64554,0.446489207,579439,247,297.6184025,183,1340,84,20,"NonMal"
"134898","Windows","ESTABLISHED","syd-tls-04",66715,0.420567537,547770,220,453.7353429,173,1324,58,19,"NonMal"
"196000","Windows","ESTABLISHED","syd-tls-04",57290,0.721964244,362425,368,548.6988312,166,1336,70,26,"NonMal"
"420809","Android","ESTABLISHED","mel-aus-01",68038,0.358523095,497544,237,708.9877041,102,1337,55,15,"NonMal"
"67499","Windows","ESTABLISHED","mel-aus-01",66651,0.602306293,523514,226,775.6666884,169,1315,62,28,"NonMal"
"167639","Android","ESTABLISHED","mel-aus-01",57087,0.451985207,482989,186,407.0516649,200,1369,66,19,"NonMal"
"450274","Others","ESTABLISHED","mel-aus-01",73266,0.418619929,389077,227,194.8647489,182,1318,66,22,"NonMal"
"470078","Android","ESTABLISHED","mel-aus-01",70511,0.619129012,550126,286,618.2620762,136,1342,68,24,"NonMal"
